earthquakeLabel;location
1852 Banda Sea earthquake;Point(129.75 -5.25)
1699 Java earthquake;Point(105.913 -6.078)
1852 Acapulco Earthquake;Point(-99.8825 16.863611)
2019 Athens earthquake;Point(23.530277777 38.108611111)
2021 Rasht earthquake;Point(70.554 38.917)
1988 Lancang-Gengma earthquakes;Point(99.611 22.789)
1981 Westmorland earthquake;Point(-115.68 33.02)
2021 South Sandwich Islands earthquakes;Point(-25.321 -58.416)
1812 Ventura earthquake;Point(-119.9 34.2)
1973 Luhuo earthquake;Point(100.581 31.398)
1833 Bihar–Nepal earthquake;Point(85.5 28.3)
1988 Mindoro earthquake;Point(121.067 12.376)
2021 May East Java earthquake;Point(112.34 -8.63)
1973 Ragay Gulf earthquake;Point(122.787 13.372)
2004 Tasman Sea earthquake;Point(161.345 -49.312)
1932 Cedar Mountain earthquake;Point(-117.91 38.631)
2021 North Sulawesi earthquake;Point(127.3778113 4.9800053)
Землетрясение в Эгейском море (2020);Point(26.795 37.897)
October 2020 Alaska Peninsula earthquake;Point(-159.635 54.617)
1906 Manasi earthquake;Point(85.572 44.284)
1968 Borrego Mountain earthquake;Point(-116.103 33.18)
2020 Iquique Earthquake;Point(-70.14 -20.235)
Zhaojingtai Earthquake Park;Point(120.708083333 23.77025)
1988 Myanmar-India earthquake;Point(95.127 25.149)
2020 Sparta earthquake;Point(-117.605 35.766)
1941 Sa'dah earthquake;Point(43.5 16.4)
1816 North Atlantic earthquake;Point(-19.8 37.8)
1690 Villach earthquake;Point(13.8 46.6)
2021 Dali earthquake;Point(100.008 25.761)
1841 Kamchatka earthquake;Point(159.5 52.5)
2020 Alaska Peninsula earthquake;Point(-158.522 55.03)
1983 Hindu Kush earthquake;Point(70.738 36.372)
1695 Linfen earthquake;Point(111.5 36.0)
2021 Hawaii earthquake;Point(-155.527 18.82)
1815 Bali earthquake;Point(115.0 -8.0)
Землетрясение в Петрине (2020);Point(16.255 45.422)
1871 Lāna earthquake;Point(-156.0 20.7)
Q108661139;Point(25.88 48.93)
Neunkirchen earthquake 2021;Point(16.13 47.74)
1790 Oran earthquake;Point(0.6 35.9)
1942 Ecuador earthquake;Point(-79.955 0.025)
Q102207506;Point(141.064 36.583)
1992 Murindó earthquake;Point(-76.862 7.075)
447 Constantinople earthquake;Point(28.978 41.008)
1912 Maymyo earthquake;Point(96.737 22.35)
1946 Ancash earthquake;Point(-77.535 -8.41)
1654 Tianshui earthquake;Point(105.5 34.3)
2021 Luxian County Earthquake;Point(105.374 29.194)
1927 Lompoc earthquake;Point(-120.774 34.813)
1929 Suşehri earthquake;Point(37.9 40.2)
Землетрясение в Масбате 2020;Point(124.03 11.96)
Землетрясение в Австралии (2021);Point(146.255 -37.437)
1889 Chilik earthquake;Point(78.7 43.2)
1969 Sulawesi earthquake;Point(118.904 -3.201)
1850 Xichang earthquake;Point(102.06666667 27.11666667)
2021 Crete earthquake;Point(25.2935 35.1085)
2021 Maduo earthquake;Point(98.255 34.586)
1994 Mascara earthquake;Point(-0.106 35.52)
2014 Ferndale earthquake;Point(-125.134 40.829)
2021 Assam earthquake;Point(92.436 26.775)
1929 Cumaná earthquake;Point(-64.444 10.543)
Землетрясение в Белуджистане (2021);Point(68.014 30.22)
1947 Satipo earthquake;Point(-74.725 -10.973)
Q106422429;Point(13.85 43.2)
2021 Khövsgöl earthquake;Point(100.438 51.281)
2021 Loyalty Islands earthquake;Point(171.657 -23.051)
2021 Sisakht earthquake;Point(51.365 30.839)
Землетрясение на Камчатке (апрель 1923);Point(162.91 57.35)
Землетрясение в префектуре Фукусима (2021);Point(141.762 37.72)
Землетрясение на Гаити (2021);Point(-73.475 18.408)
Q6143064;Point(-76.362 1.929)
Землетрясение в Чили (1918);Point(-70.608 -26.538)
Землетрясение в Чили (1971);Point(-71.207 -33.511)
Землетрясение в Перу (1991);Point(-77.13 -6.038)
Землетрясение в Китае (1954);Point(101.217 38.956)
Землетрясение в Перу (1586);Point(-77.7 -12.3)
Землетрясение в Гватемале (1991);Point(-90.986 14.646)
Землетрясение на Филиппинах (1983);Point(120.86 18.231)
1910 Costa Rica earthquake;Point(-83.87 9.801)
Землетрясение в Перу (1604);Point(-70.4 -18.5)
Землетрясение в Мьянме (1995);Point(99.196 21.966)
Землетрясение в Мозамбике (2006);Point(33.583 -21.324)
Землетрясение в Таджикистане (1985);Point(69.823 40.301)
Землетрясение в Эфиопии (2010);Point(37.792 7.575)
Землетрясение в Индонезии (1914);Point(136.943 -1.829)
Землетрясение в Колумбии (1992);Point(-76.862 7.075)
Землетрясение в Индонезии (1950);Point(112.054 -6.985)
Землетрясение в Китае (1988);Point(99.611 22.789)
Землетрясение в Аргентине (1936);Point(-66.0002 -32.0034)
Землетрясение в Гватемале (2011);Point(-90.3 14.27833333)
Землетрясение в Пакистане (1931);Point(67.365 29.784)
Землетрясение на Тайване (2002);Point(122.179 24.279)
Землетрясение в Мексике (1907);Point(-97.304 16.513)
Землетрясение в Сальвадоре (1932);Point(-88.07 13.175)
Землетрясение в Иране (1990);Point(55.462 28.251)
Землетрясение в Италии (1914);Point(15.133 37.667)
Землетрясение на Соломоновых островах (1988);Point(160.819 -10.366)
Землетрясение в Сальвадоре (1917);Point(-89.267 13.75)
Землетрясение в Афганистане (2002);Point(69.417 35.959)
Землетрясение в Папуа-Новой Гвинее (2002);Point(142.945 -3.302)
Землетрясение в Боливии (1998);Point(-65.431 -17.731)
Землетрясение в Чили (1575);Point(-70.6 -33.4)
Землетрясение в Чили (1958);Point(-69.958 -33.832)
Землетрясение в префектуре Фукусима;Point(140.477 37.007)
Q6143087;Point(-69.5 -32.5)
Землетрясение в Колумбии (1991);Point(-77.442 4.554)
Землетрясение в Китае (2003);Point(101.29 25.975)
Землетрясение в Афганистане (1999);Point(69.364 34.259)
Землетрясение в Колумбии (2004);Point(-77.508 4.695)
Erdbeben von Salta 1973;Point(-64.3447 -24.3412)
Землетрясение в Боливии (1899);Point(-63.79972222 -22.17)
Землетрясение в Аргентине (2011);Point(-64.416944444 -24.303333333)
Землетрясение в Аргентине (2011);Point(-64.41694444 -24.30333333)
1766 Istanbul earthquake;Point(29.0 40.8)
1927 Mendoza earthquake;Point(-69.5 -32.0)
Землетрясение в Чили (1987);Point(-70.0 -19.09)
Землетрясение в Чили (1971);Point(-71.15 -32.54)
2004 Doğubayazıt earthquake;Point(44.02 39.71)
Землетрясение в Аргентине (1941);Point(-68.34972222 -32.33333333)
Землетрясение в Эквадоре (2010);Point(-77.306 -1.266)
Землетрясение в Индонезии (2002);Point(134.297 -1.757)
Землетрясение на Филиппинах (1949);Point(121.485 17.429)
Землетрясение в Чили (1987);Point(-69.991 -19.022)
Землетрясение в Индонезии (1987);Point(124.155 -8.247)
1692 Salta earthquake;Point(-64.8 -25.4)
Землетрясение в Сальвадоре (1951);Point(-88.4 13.52)
Землетрясение в Испании (2008);Point(-5.428 37.1)
Землетрясение в Афганистане (май 1998);Point(70.11 37.1)
Землетрясение в Испании (2009);Point(-9.9 36.463)
Землетрясение в Аргентине (1898);Point(-66.25 -28.75)
Землетрясение в Индонезии (1995);Point(101.436 -2.045)
Землетрясение в Азербайджане (2012);Point(46.789 41.549)
Землетрясение в Афганистане (1991);Point(70.423 35.993)
Землетрясение в Колумбии (1995);Point(-76.622 4.104)
Землетрясение в Перу (1604);Point(-70.332 -18.5)
Землетрясение в Испании (2007);Point(-3.01666667 39.35)
Землетрясение в Китае (1949);Point(84.191 41.865)
Землетрясение в Турции (1995);Point(30.134 38.063)
Землетрясение в Индонезии (1998);Point(124.891 -2.071)
Землетрясение в Турции (1986);Point(37.806 37.993)
Землетрясение в Аргентине (1907);Point(-65.83333333 -27.33333333)
Землетрясение в Аргентине (1934);Point(-64.83333333 -33.83333333)
Землетрясение в Чили (1837);Point(-73.245833 -39.813889)
Землетрясение в Эквадоре (1995);Point(-77.881 -2.75)
Землетрясение в Аргентине (1871);Point(-64.5 -23.16666667)
1913 Tucumán earthquake;Point(-65.16666667 -27.33333333)
Землетрясение в Аргентине (2004);Point(-65.84 -28.573)
Землетрясение в Китае (1989);Point(113.884 39.893)
1908 Salta earthquake;Point(-65.16666667 -25.33333333)
2011 Veracruz earthquake;Point(-98.56666667 17.91666667)
Землетрясение в Папуа-Новой Гвинее (1919);Point(153.714 -4.852)
Землетрясение в Пакистане (2002);Point(74.515 35.414)
Землетрясение в Киргизстане (1992);Point(73.575 42.142)
Землетрясение в Индонезии (1977);Point(118.378 -11.164)
Землетрясение в Коста-Рике (2004);Point(-84.172 9.602)
Землетрясение в Венесуэле (2009);Point(-67.847 10.757)
Землетрясение в Пакистане (2004);Point(73.216 34.774)
Q6143261;Point(-113.2333333 29.31666667)
1953 Paphos earthquake;Point(32.335 34.741)
Землетрясение в Болгарии (1928);Point(25.109 42.356)
Q6142997;Point(-10.366666666 37.0)
July 2006 Sulawesi earthquake;Point(123.177 -0.415)
Землетрясение в Аргентине (1826);Point(-65.41666667 -26.33333333)
1967 Neiva earthquake;Point(-74.8 2.9)
Землетрясение в Индонезии (2000);Point(123.573 -1.105)
Землетрясение в Колумбии (2007);Point(-77.963 2.966)
Землетрясение в Индонезии (1996);Point(119.931 0.729)
Землетрясение в Сальвадоре (1965);Point(-89.07 13.683)
Earthquake Garrelsweer 2021;Point(6.751 53.309)
Землетрясение на Суматре (2022);Point(100.106 -0.233)
1885 Kashmir earthquake;Point(74.61 34.12)
1830 Cixian earthquake;Point(114.2 36.4)
Q112507433;Point(117.31 8.17)
2022 Ya'an earthquake;Point(102.956111111 30.283888888)
1870 Charlevoix earthquake;Point(-70.5 47.4)
1714 Bhutan earthquake;Point(90.0 27.0)
1766 Cuba earthquake;Point(-76.1 19.9)
1754 Cairo earthquake;Point(31.0 30.8)
1998 Balleny Islands earthquake;Point(149.527 -62.877)
Q112507456;Point(127.18 1.11)
Earthquake 2018 Guatemala;Point(-90.38 13.06)
2022 Lima earthquake;Point(-76.696438888 -11.936788888)
Q112507440;Point(128.16 3.65)
1840 Ahora earthquake;Point(44.1 39.6)
1925 Montana earthquake;Point(-111.41 46.37)
Q111269790;Point(91.4 31.1)
Q112507425;Point(118.54 2.74)
1825 Blida earthquake;Point(2.9 36.5)
1984 Cachar earthquake;Point(92.891 24.641)
1626 Lingqiu earthquake;Point(114.2 39.4)
1879 Surigao earthquake;Point(125.5 9.8)
1969 Alaşehir earthquake;Point(28.546 38.515)
Earthquake 2011-03-11 19:03:01;Point(142.88 39.25)
2021 Banda Sea earthquake;Point(127.581 -7.592)
2022 Huizhou  earthquake;Point(115.04 22.51)
2021 Timor Leste earthquake;Point(127.581 -7.592)
Q112507430;Point(123.7 0.08)
2021 Amazonas earthquake;Point(-76.846 -4.49)
Earthquake 2018-09-26 00:37:33;Point(-178.09 -18.01)
2002 Port Vila earthquake;Point(167.856 -17.6)
Earthquake 2005-10-25 19:40:43;Point(145.8 -7.1)
Q109789810;Point(-76.7883 -4.4367)
Q110585861;Point(-76.7883 -4.4367)
2002 Kosovo earthquake;Point(21.466 42.436)
Q112507427;Point(133.81 0.76)
Q110109398;Point(120.3 23.1)
Q112507442;Point(128.83 3.43)
Q112507446;Point(120.55 2.12)
Earthquake 2007-06-14 17:41:01;Point(151.6 -5.6)
1815 Pinglu earthquake;Point(111.2 34.8)
Earthquake 2011-12-09 19:42:56;Point(144.67 47.07)
1858 Prome earthquake;Point(95.1 19.1)
1996 Ston–Slano earthquake;Point(17.94 42.77)
1991 Hindu Kush earthquake;Point(70.423 35.993)
1933 Sumatra earthquake;Point(104.83 -5.18)
2004 Battagram earthquake;Point(73.216 34.774)
1899 San Jacinto earthquake;Point(-117.0 33.8)
1998 Zhangbei–Shangyi earthquake;Point(114.5 41.083)
Q112593114;Point(123.32 4.68)
2022 Guatemala earthquake;Point(-91.293 14.193)
1983 Heze earthquake;Point(115.213 35.206)
1819 Copiapó earthquake;Point(-71.5 -27.0)
Q112593150;Point(135.88 2.74)
Q112507459;Point(97.33 3.86)
Earthquake 2005 Indonesia;Point(96.9 2.7)
Q112507422;Point(128.34 3.26)
2021 Flores earthquake;Point(122.2 -7.603)
1803 Garhwal earthquake;Point(78.784 30.656)
1870 Batang earthquake;Point(99.1 30.0)
Earthquake 2006-11-16 06:20:21;Point(154.7 46.3)
Землетрясение в префектуре Фукусима (2022);Point(141.587 37.702)
1955 Zheduotang earthquake;Point(100.75 31.295)
1923 Renda earthquake;Point(100.75 31.295)
Q112507423;Point(118.5 2.75)
Q112507454;Point(99.18 1.66)
Q112587756;Point(120.97 7.06)
2022 Stolac earthquake;Point(18.18 43.06)
1784 Erzincan earthquake;Point(40.2 39.5)
1709 Zhongwei earthquake;Point(105.3 37.4)
1766 Southeastern Caribbean earthquake;Point(-62.5 11.0)
January 2022 Afghanistan earthquake;Point(63.58 34.946)
Q112507457;Point(104.11 6.18)
1980 Nepal earthquake;Point(81.05 29.58)
Q110184545;Point(2.94 45.87)
2022 Gansu earthquake;Point(101.275 37.811)
1778 Kashan earthquake;Point(51.3 34.0)
1853 Shiraz earthquake;Point(52.5 29.6)
Earthquake 2012-08-21 17:39:37;Point(91.95 -0.08)
Q112507438;Point(118.39 8.66)
1978 Santa Barbara earthquake;Point(-119.706 34.314)
1999 Sunda Strait earthquake;Point(105.555 -6.845)
2020 South Pagai earthquake;Point(100.3178113 -3.3099946)
Q112507462;Point(100.29 1.75)
1822 Aleppo earthquake;Point(36.75 36.1)
2020 Kamchatka earthquake;Point(157.696 48.964)
479 BC Potidaea earthquake;Point(23.3 39.7)
1867 Java earthquake;Point(110.6 -8.7)
1843 Nias earthquake;Point(98.0 1.5)
2010 earthquake Papua New Guinea;Point(141.85 -3.8)
Earthquake 2007-11-19 23:30:33;Point(-70.2 -22.7)
1872 Amik earthquake;Point(36.4 36.4)
Q110801140;Point(-75.85 19.77)
Q112507450;Point(120.58 8.31)
Earthquake 2016-01-10 12:12:03;Point(-147.88 -57.68)
Earthquake 2017-07-10 15:37:25;Point(-100.71 -36.18)
2022 Sunda Strait earthquake;Point(105.555 -6.845)
1998 North Maluku earthquake;Point(124.86 -1.89)
Q112507436;Point(119.96 0.82)
1927 Sekihara earthquake;Point(138.848333333 37.5)
Землетрясение в Румынии (1838);Point(26.7167 45.7167)
1956 Nicaragua earthquake;Point(-86.48 11.72)
2013 Aceh earthquake;Point(96.687 4.698)
Землетрясение в Белуджистане;Point(65.514 27.0)
2012 Opunake earthquake;Point(173.75 -40.0)
1904 Samos earthquake;Point(27.0 37.75)
Землетрясение в Чили (1975);Point(-71.47 -29.965)
1969 Sharm el-Sheikh earthquake;Point(33.9 27.6)
Q12617869;Point(127.6 35.2)
Землетрясение в Словении (1511);Point(13.43 46.2)
2000 Tottori earthquake;Point(133.31 35.27)
1887 Sonora earthquake;Point(-109.12 31.07)
1941 Chungpu earthquake;Point(120.48 23.4)
1993 Kushiro-Oki earthquake;Point(144.373333 42.92)
Землетрясение в Японии (1983);Point(139.069 35.498)
Землетрясение в Мексике (2001);Point(-99.996 17.044)
Chirpan earthquake;Point(25.287138888 42.212888888)
Землетрясение в Словении (1977);Point(14.293 46.29)
1926 Horta earthquake;Point(-28.629568 38.534583)
1914 Akita-Senboku earthquake;Point(140.4 39.5)
October 2009 Afghanistan earthquake;Point(70.925 36.471)
Землетрясение в Германии (2002);Point(6.103 50.889)
Землетрясение на Курильских островах (1969);Point(147.859 43.424)
1925 Kita-Tajima earthquake;Point(134.83333333 35.56333333)
Ближневосточные землетрясение 1759 года;Point(35.6 33.1)
1829 Torrevieja earthquake;Point(-0.68333333 38.08333333)
Землетрясение в Сычуани в 2013 году;Point(102.95611111 30.28388889)
Землетрясение в Индонезии (2013);Point(95.907 4.927)
Землетрясение в Словении (1998);Point(13.652 46.245)
1677 Bōsō-oki Earthquake and Tsunami;Point(141.5 35.0)
Землетрясение в Японии (1969);Point(137.063 35.794)
2013 Laghman earthquake;Point(70.1633 34.5082)
1828 Sanjō earthquake;Point(138.9 37.6)
2013 Dingxi earthquakes;Point(104.2 34.5)
1909 Benavente earthquake;Point(-8.8 38.9)
1927 North Tango earthquake;Point(134.896388888 35.596666666)
1909 Anegawa earthquake;Point(136.3 35.4)
2013 Iran earthquake;Point(51.314 29.363)
2011 Sanriku-oki earthquake;Point(143.278333 38.328333)
2012 Sanriku-oki earthquake;Point(145.2 40.7)
2013 Lake Grassmere earthquake;Point(174.15 -41.73)
1978 Hongseong Earthquake;Point(126.7 36.6)
1829 Torrevieja earthquake;Point(-0.41 38.05)
Землетрясение в Индонезии (2012);Point(93.21 2.433)
Землетрясение в Словении (1995);Point(14.23 45.621)
November 2011 Myanmar earthquake;Point(95.226 24.947)
1896 Rikuu  earthquake;Point(140.7 39.5)
2007 Java earthquake;Point(107.419 -5.859)
Землетрясение в Бразилии (2010);Point(-71.558 -8.087)
Землетрясение в Систане и Белуджистане (2013);Point(62.08 28.056)
1522 Vila Franca earthquake;Point(-25.432244 37.716068)
Землетрясение в Боснии и Герцеговине (1969);Point(17.339 44.813)
1668 Shandong earthquake;Point(118.6 35.3)
1931 Zangezur earthquake;Point(46.0 39.2)
1937 Orizaba earthquake;Point(-97.1627 18.8226)
1881 Nicobar Islands earthquake;Point(92.7 9.25)
1943 Central Java earthquake;Point(109.8 -8.59)
Землетрясение в Словении (1974);Point(15.529 45.965)
March 2013 Nantou earthquake;Point(121.07 23.9)
1969 Yangjiang earthquake;Point(111.83 21.61)
1901 Black Sea earthquake;Point(28.7 43.4)
1717 Guatemala earthquake;Point(-90.73 14.57)
1989 West Papua earthquake;Point(139.022 -4.511)
Землетрясение в Японии (1973);Point(145.785 43.233)
June 2013 Nantou earthquake;Point(121.0 23.87)
Землетрясение в Бразилии (2010);Point(-72.44 -7.23)
1762 Arakan earthquake;Point(92.0 22.0)
1980 Honduras earthquake;Point(-88.516 15.888)
2013 Wellington earthquake;Point(174.33 -41.61)
2013 Philippines earthquake;Point(124.07 9.86)
Odawara earthquakes;Point(138.994 35.183)
Землетрясение в Охотском море;Point(153.28 54.874)
1894 Shōnai earthquake;Point(139.9 38.9)
2008 Iwate earthquake;Point(141.464 39.802)
1871 Orán earthquake;Point(-64.1759 -25.6)
2008 Earthquake in Simeulue;Point(95.978 2.778)
Землетрясение на Ближнем Востоке (1068);Point(36.7 28.5)
1995 Kerinci earthquake;Point(101.436 2.045)
Землетрясение в Икике;Point(-70.817 -19.642)
Q12320346;Point(7.58333 56.9)
Землетрясение в Сент-Люсии (2011);Point(-60.326 13.874)
Газлийские землетрясения;Point(63.773 40.311)
1982 Urakawa-Oki earthquake;Point(142.6 42.1)
1966 Hualien earthquake;Point(122.67 24.24)
Землетрясение в Словении (1982);Point(15.032 46.264)
Землетрясение в Японии (1818);Point(136.8 35.0)
2011 Shizuoka earthquake;Point(138.7 35.3)
Землетрясение в Японии (1972);Point(140.827 33.362)
2013 Awaji Island earthquake;Point(134.828333333 34.418333333)
Мегацунами в заливе Литуйя;Point(-136.52 58.34)
1996 Sulawesi earthquake;Point(119.931 -0.729)
1941 Colima earthquake;Point(-102.94 18.85)
Землетрясение в Японии (1968);Point(130.712 32.066)
Землетрясение в Японии (1596);Point(135.6 34.65)
2014 Yutian earthquake;Point(82.5 36.1)
Землетрясение в Индонезии (2013);Point(138.476 -3.517)
Землетрясение в Бушире;Point(51.58 28.48)
1984 Otaki earthquake;Point(137.49 35.79)
1847 Zenkōji earthquake;Point(138.2 36.7)
2020 Banda Sea earthquake;Point(123.55 -6.88)
2022 Western México earthquake;Point(-103.252 18.367)
2022 Düzce earthquake;Point(30.967 40.847)
Eemsdelta earthquake 10.2022;Point(6.772 53.319)
1804 Almería earthquake;Point(-2.4 36.9)
2005 Sumatra earthquake;Point(97.01611111 2.07638889)
Землетрясение в Папуа — Новой Гвинее (2022);Point(146.469 -6.256)
1999 Oaxaca earthquake;Point(-96.931 16.059)
2021 Central Sulawesi earthquake;Point(121.92 -0.73)
1985 Mendoza earthquake;Point(-68.816 -32.883)
Q114796983;Point(115.46 -1.94)
Q112608448;Point(111.42 8.67)
1824 Shiraz earthquake;Point(52.5 29.6)
землетрясение в Джагсамке (2022);Point(102.279 29.726)
1114 Marash earthquake;Point(36.97 37.9)
Q114295306;Point(6.727071 53.414276)
2021 Banda Sea earthquake;Point(127.66 -7.76)
2020 August Bengkulu eartquake;Point(100.91 -4.5)
землетрясения в Тайдуне (2022);Point(121.316 23.159)
2022 Taitung earthquake;Point(121.16 23.08)
2022 West Java earthquake;Point(107.095 -6.853)
Землетрясение в Афганистане (июнь 2022);Point(69.514 33.092)
1641 Tabriz earthquake;Point(46.1 37.9)
2022 Luzon earthquake;Point(120.809 17.598)
землетрясения в Тайдуне (2022);Point(121.2 23.14)
2014 Aleutian Islands earthquake;Point(-178.76 51.797)
2015 Pishan earthquake;Point(78.125 37.46)
Землетрясение в Непале (2015);Point(84.725 28.165)
1638 New Hampshire earthquake;Point(-71.6 43.3)
Землетрясение в Китае (1622);Point(106.3 36.5)
2014 Iran earthquake;Point(47.782 32.521)
Землетрясение в Италии (1805);Point(14.467 41.5)
Землетрясение в Иерусалиме (1834);Point(35.217 31.774)
1986 North Palm Springs earthquake;Point(-116.76 34.02)
Землетрясение в Сальвадоре (2014);Point(-88.046 12.576)
Землетрясение в Италии (1626);Point(14.1 40.4)
Землетрясение в Италии (1222);Point(10.2 45.5)
Землетрясение на Джомолунгме (2015);Point(84.731 28.231)
1948 Lady Caycay earthquake;Point(122.0 10.5)
Q18008332;Point(0.683333 42.6333)
Q19545587;Point(11.254167 43.771389)
1908 Cruz del Eje earthquake;Point(-64.200175 -30.099369444)
Землетрясение в Мексике (1787);Point(-98.5 16.5)
2000 Yountville earthquake;Point(-122.413 38.379)
1895 Florence earthquake;Point(11.3037592 43.5968858)
Q19849562;Point(122.44 24.02)
2014 Iyonada earthquake;Point(131.89 33.69166667)
Землетрясение в Испании (2015);Point(-0.409 39.478)
Землетрясение в Панаме (1882);Point(-79.0 10.0)
October 2014 Nicaragua earthquake;Point(-88.046 12.576)
Землетрясение в Румынии (1738);Point(26.6 45.7)
Землетрясение в Испании (2015);Point(-2.6652 39.0573)
Землетрясение на Мартинике (1839);Point(-60.5 14.5)
1957 San Francisco earthquake;Point(-122.73 37.56)
2014 Peru earthquake;Point(-71.7 -13.84)
Землетрясение в Нидерландах (2012);Point(6.752 53.342)
Великое Восточно-Сибирское землетрясение;Point(118.5 56.5)
2014 Aegean Sea earthquake;Point(25.453 40.305)
2012 Okhotsk Sea earthquake;Point(145.88166667 49.18333333)
2000 Banggai Islands Earthquake;Point(123.206363 -1.408619)
2008 Hastings Earthquake;Point(176.85 -39.72)
1934 Pahiatua earthquake;Point(176.29 -40.55)
Землетрясение в Индонезии (1976);Point(114.775 -8.227)
2014 Orkney earthquake;Point(26.7094 -26.9717)
Землетрясение в Панаме (1621);Point(-79.55 8.96667)
Q19831169;Point(-64.499980555 -31.100069444)
Q17631293;Point(3.161 36.851)
1926 Indonesia earthquake;Point(100.155 -0.629)
Землетрясение в Италии (1851);Point(15.667 40.953)
1975 North Atlantic earthquake;Point(-17.65 35.97)
2014 Yunnan earthquake;Point(97.8 25.0)
Землетрясение в Китае;Point(103.3 27.1)
1993 Klamath Falls earthquakes;Point(-122.066 42.2131)
Землетрясение в Никарагуа (2014);Point(-86.18473333 12.1366)
2015 Sabah earthquake;Point(116.525 5.98)
Землетрясение в Чили (2012);Point(-72.36944444 -35.33333333)
Землетрясение на Роббенэйланде (1620);Point(18.352 -33.81)
1615 Arica earthquake;Point(-70.35 -18.5)
2014 Southeast Alaska earthquake;Point(-137.017 58.35)
Осмуссаарское землетрясение;Point(23.5 59.3)
Землетрясение в Индонезии (1899);Point(128.65 -3.29)
Землетрясение в Чили (2014);Point(-70.702 -19.981)
Землетрясение на Филиппинах (1628);Point(123.7 13.2)
Землетрясение в Гваделупе (2014);Point(-61.64 16.28)
Землетрясение в Италии (1627);Point(15.232805555 41.759083333)
1905 Bolnai earthquake;Point(96.61 49.37)
Землетрясение в Перу (2013);Point(-74.86944444 -15.68888889)
August 2014 earthquake in Quito;Point(-78.302 -0.076)
2014 Guerrero earthquake;Point(-100.816 17.552)
2014 Pakistan earthquake;Point(68.358 26.387)
2014 Mexico–Guatemala earthquake;Point(-92.46 14.72)
August 2014 earthquake in Quito;Point(-78.32 0.02)
2014 Kangding earthquake;Point(101.72 30.343)
1898 Balıkesir earthquake;Point(27.53 39.4)
2014 Mae Lao earthquake;Point(99.683 19.703)
1787 Boricua earthquake;Point(-66.7544 19.8358)
Дагестанское землетрясение 1970 года;Point(47.14 43.191)
Землетрясение в Индонезии (1629);Point(129.9 -4.6)
1905 Tsetserleg earthquake;Point(98.48 49.71)
Землетрясение в Колумбии (2015);Point(-72.988 6.776)
1843 Uden earthquake;Point(5.468056 51.613056)
1894 Istanbul earthquake;Point(29.25 40.73)
2014 South Napa earthquake;Point(-122.319 38.214)
2014 Jinggu earthquake;Point(100.5 23.4)
1931 Southwest Sumatra earthquake;Point(102.51 -5.18)
Землетрясение в Кемеровской области;Point(86.173 54.263)
Землетрясение в Гватемале (1917);Point(-89.1 15.32)
2013 Vallenar earthquake;Point(-70.882 -28.178)
2015 Ōfunato earthquake;Point(142.031944444 38.901944444)
2014 Mexico–Guatemala earthquake;Point(-92.409 14.742)
1979 Coyote Lake earthquake;Point(-121.56 37.1)
1863 Hawke's Bay earthquake;Point(176.5 -40.0)
May 2015 Nepal earthquake;Point(86.166 27.618)
2014 Eketahuna earthquake;Point(175.86 -40.62)
Q20564081;Point(21.425555555 41.204444444)
1991 Sierra Madre earthquake;Point(-118.07 34.22)
